id,latitude,longitude,population,capacity
393216,8.47858,-13.2375,9,9
393217,7.53037,-11.5192,9,9
393218,7.88706,-12.1299,12,12
393219,8.47845,-13.2639,7,7
393220,8.14574,-12.3666,3,3
786438,8.46905,-13.2647,3,3
1,8.44602,-13.2805,6,6
786440,8.29436,-11.2261,5,5
917513,8.90387,-10.58,5,5
524299,8.67057,-11.8815,2,2
524300,7.31553,-11.3084,11,11
917517,9.19762,-12.9174,5,5
524302,8.17874,-11.9703,8,8
567981,9.18875,-11.4382,3,3
262163,8.63463,-10.9902,8,8
262165,7.86781,-11.3359,2,2
917529,8.47945,-13.2719,11,11
655386,8.4942,-13.2993,5,5
655387,7.96644,-11.7395,4,4
655388,8.43464,-11.9082,4,4
655389,7.86643,-11.2522,3,3
655390,8.313,-13.0577,8,8
131106,9.25097,-12.5354,7,7
131109,8.47396,-13.238,10,10
21852,9.04838,-11.8034,3,3
786439,9.38071,-12.3362,5,5
45,8.23223,-12.6777,5,5
786480,9.05038,-11.7673,2,2
327689,8.48619,-13.223,7,7
655418,7.46196,-11.637,4,4
655419,9.21467,-12.3517,7,7
655420,9.42505,-11.0522,4,4
327690,8.40475,-11.7298,3,3
262207,7.87605,-11.9053,5,5
917572,8.54333,-11.9936,3,3
458764,8.78046,-10.9859,3,3
393298,8.47511,-13.2508,7,7
393299,8.62958,-11.3813,5,5
393300,8.50848,-11.4071,9,9
393301,8.31274,-10.9036,2,2
393302,7.86158,-10.7483,3,3
393303,9.3348,-10.9178,7,7
393304,8.16896,-11.0764,8,8
393305,8.1653,-10.7754,5,5
393306,8.40455,-10.3676,7,7
393307,9.44947,-12.3991,1,1
393308,8.46496,-13.173,5,5
393309,8.20258,-12.2041,3,3
393310,9.08529,-12.6401,5,5
262240,7.81633,-11.4744,4,4
589840,8.86125,-12.0395,4,4
131170,8.49091,-13.2449,5,5
786532,8.46751,-13.2624,5,5
262245,8.0387,-12.0324,8,8
327697,8.33415,-10.2953,5,5
786541,8.47897,-13.2623,9,9
262254,8.47134,-13.2362,7,7
262259,9.49478,-12.2384,6,6
262260,8.17542,-10.4943,8,8
873833,8.34982,-10.794,6,6
327702,8.3665,-10.3549,4,4
262278,9.07058,-12.7488,5,5
262279,8.49054,-13.2429,5,5
262280,7.61245,-11.0783,5,5
262283,7.67422,-11.4861,7,7
873837,8.95257,-13.2601,4,4
393361,8.03922,-12.0935,6,6
393364,7.03285,-11.4738,4,4
851993,7.65635,-11.7316,10,10
262300,7.64224,-12.2768,2,2
917530,8.09276,-12.1755,6,6
262304,8.63725,-12.7103,3,3
742768,7.86087,-11.6759,3,3
655523,8.21204,-11.0645,14,14
830150,9.56516,-11.0723,3,3
524465,9.23566,-12.3344,5,5
524466,8.21622,-12.0036,6,6
262323,8.35798,-12.9088,4,4
524468,8.81452,-12.9306,5,5
524469,8.48051,-13.2524,9,9
524470,8.81499,-11.9743,4,4
524471,8.48082,-13.2479,11,11
524472,8.253,-12.0887,6,6
519384,7.54433,-12.05,5,5
895690,8.11523,-12.0789,6,6
524478,7.95384,-11.7327,11,11
917695,8.5757,-11.4293,6,6
131265,7.95845,-11.7653,5,5
393422,8.46454,-13.2556,4,4
393423,8.45524,-12.5302,9,9
393424,7.90291,-11.2444,12,12
393425,9.8526,-12.2446,10,10
393426,8.48629,-13.2463,9,9
393427,8.40815,-11.948,4,4
393428,8.46884,-10.9152,5,5
393429,8.20803,-10.5349,4,4
393430,8.46753,-12.2061,4,4
655575,7.34527,-11.683,4,4
655576,7.62663,-11.2557,7,7
655577,9.25311,-11.7434,9,9
655578,7.35015,-12.0864,6,6
655579,8.21954,-11.448,6,6
524508,8.76594,-12.7849,11,11
524509,8.08078,-11.1209,6,6
524510,8.48112,-13.2419,2,2
524511,7.52092,-11.5477,3,3
226,8.48982,-13.2587,4,4
130943,9.13605,-12.5828,6,6
393444,8.88292,-12.0482,5,5
786671,9.32413,-12.1487,3,3
262398,8.6532,-12.7255,9,9
262399,8.06814,-10.8001,2,2
786688,8.46524,-12.1988,10,10
786689,7.40527,-11.4112,7,7
786690,8.57057,-12.243,5,5
393475,8.44128,-13.16,13,13
393476,8.75777,-11.0499,7,7
393477,8.18681,-10.7372,8,8
393478,8.48774,-12.446,4,4
393479,8.20129,-10.8046,3,3
393480,8.26047,-10.8736,7,7
524553,8.68338,-11.4128,8,8
271,8.48979,-13.247,6,6
524560,9.6805,-11.7267,5,5
993360,8.66721,-10.7457,29,999999999
655642,8.47999,-13.2745,3,3
655649,7.97903,-11.7485,5,5
655650,8.52831,-12.2159,4,4
786723,8.9823,-11.5205,10,10
786724,8.85195,-11.673,4,4
786728,7.9995,-11.0873,3,3
786729,8.58485,-12.8379,3,3
786730,8.25696,-10.6025,7,7
262446,8.46644,-13.2641,7,7
131375,8.96247,-12.5213,4,4
262448,8.01566,-11.6781,1,1
262449,8.66473,-10.9096,4,4
262450,9.429,-11.9644,2,2
262455,7.2805,-11.2485,9,9
262456,7.09032,-11.593,6,6
262457,8.48147,-13.2254,5,5
262458,7.96518,-11.7362,9,9
262459,8.43385,-12.9806,3,3
262460,8.2124,-11.6662,5,5
524606,8.54728,-10.922,6,6
524607,8.49738,-13.263,3,3
524608,7.00809,-11.4961,2,2
524609,8.64477,-10.9832,5,5
524610,7.89002,-11.5351,9,9
393542,9.72599,-12.4184,3,3
393544,8.2318,-12.3803,5,5
393545,9.46198,-12.4254,5,5
393546,9.48188,-12.3122,4,4
393547,7.11048,-11.4768,5,5
393548,9.12388,-11.7787,1,1
393549,9.03181,-13.0667,6,6
393550,8.83639,-12.4004,3,3
917839,8.78598,-10.5721,12,12
917840,7.97917,-10.9079,11,11
393557,8.48417,-13.2152,4,4
983098,8.4857,-13.2184,9,9
351,9.60438,-12.5778,4,4
524640,7.37559,-12.2524,3,3
939409,9.29161,-12.2381,3,3
981140,8.77152,-12.4201,3,3
786794,7.54871,-11.2448,10,10
152978,9.24027,-12.7612,5,5
262205,8.48899,-13.231,2,2
152979,7.36028,-12.3049,4,4
374,7.62192,-12.2348,7,7
152980,8.48363,-13.2118,6,6
827510,8.43532,-10.3259,7,7
380,8.46309,-13.2681,7,7
655746,9.09927,-12.0032,7,7
655747,8.35243,-10.4828,4,4
655748,9.03701,-13.099,2,2
655749,7.87599,-11.131,3,3
655750,8.47873,-13.2548,2,2
399,8.19791,-11.4899,5,5
400,8.01308,-12.8281,3,3
786833,8.49802,-13.2661,4,4
402,8.31672,-12.6656,5,5
655765,8.47649,-13.2493,9,9
655775,7.94957,-11.7273,3,3
655776,8.93859,-12.2504,5,5
655777,7.27107,-11.6731,11,11
655778,7.86088,-11.2726,4,4
655779,8.11176,-11.5535,6,6
655780,8.47121,-13.2649,8,8
786857,8.6444,-11.1616,5,5
131507,8.763,-11.2473,6,6
524724,8.47599,-13.2084,3,3
873886,8.47244,-12.2546,9,9
131513,8.44835,-13.2748,6,6
873887,8.88222,-12.0574,3,3
131516,7.63006,-12.3101,1,1
131517,8.16357,-12.3403,6,6
131518,8.47841,-13.2251,4,4
131519,9.08055,-12.9779,1,1
131520,8.28222,-10.9067,9,9
580496,8.47859,-12.165,11,11
864190,7.37162,-11.5581,6,6
456,8.75044,-12.3923,1,1
460,8.59039,-12.7998,10,10
87458,9.15605,-12.9432,6,6
786896,8.84922,-12.7439,12,12
786897,8.81458,-11.214,6,6
786898,8.4789,-13.2444,7,7
786899,7.81906,-11.4505,12,12
131540,7.8823,-11.1868,4,4
131543,8.09242,-10.5843,4,4
131545,8.77812,-11.6993,5,5
695703,8.11724,-12.3647,9,9
655838,9.10633,-10.972,8,8
580497,7.97329,-11.7407,7,7
262625,7.18687,-11.4322,4,4
484,8.32692,-11.6946,1,1
262629,8.63688,-13.2114,4,4
262630,7.96414,-11.7412,5,5
458833,8.48628,-13.2614,5,5
393716,8.08958,-11.1921,7,7
918007,9.32575,-12.3228,3,3
918008,8.24863,-10.5434,7,7
131577,8.03905,-12.5575,4,4
786938,9.00944,-10.6684,9,9
786939,8.45896,-13.2559,11,11
786940,8.95809,-10.785,3,3
611754,8.75917,-10.6754,13,13
580498,8.47965,-13.2713,7,7
131589,8.53447,-12.5048,4,4
619779,7.43612,-11.757,5,5
131595,9.08718,-12.7749,2,2
693976,7.96373,-10.8723,11,11
633602,8.48688,-13.2206,6,6
262670,8.47013,-13.2554,3,3
786962,8.61129,-12.7992,3,3
524819,7.30835,-11.3133,3,3
524820,7.07133,-11.5422,9,9
764676,8.24733,-12.8633,8,8
580499,9.3429,-12.5915,7,7
764677,7.54724,-11.2117,8,8
393761,8.54107,-12.1338,7,7
262691,7.40581,-11.6281,4,4
764678,8.13765,-12.0449,6,6
393766,8.62682,-11.5338,8,8
393767,8.48044,-13.2226,3,3
393768,9.09349,-10.9439,7,7
393769,9.07435,-11.8535,8,8
393770,7.86785,-11.1878,12,12
764679,8.73362,-12.4013,3,3
556,9.68553,-12.2521,6,6
87474,8.48135,-13.2736,9,9
764680,9.63562,-11.6576,4,4
262710,8.99565,-12.1257,3,3
580500,7.87406,-11.1793,8,8
393794,8.71926,-10.8423,6,6
393795,9.27044,-12.7126,8,8
655940,8.89132,-12.1739,11,11
655943,7.64966,-11.3036,10,10
918090,8.63835,-11.9346,2,2
786530,8.12418,-12.0855,5,5
787024,8.58988,-11.9842,3,3
655963,8.63081,-13.2132,3,3
655964,9.07344,-12.1741,4,4
655965,8.2941,-11.1024,4,4
655966,7.89451,-10.975,10,10
655967,7.95284,-11.7393,2,2
655968,9.15203,-11.4868,4,4
262753,7.86326,-11.5247,6,6
655970,8.11,-12.0727,6,6
393827,8.97559,-11.0267,6,6
393832,9.1739,-12.8519,4,4
720999,8.25062,-10.4983,4,4
655984,7.35508,-12.0283,5,5
262769,9.51403,-12.3259,7,7
262770,8.60543,-11.49,8,8
262774,7.8972,-12.6221,9,9
789999,7.39206,-12.0204,7,7
787064,8.88863,-12.0395,8,8
284099,8.88901,-12.0469,6,6
660,7.57697,-12.8068,5,5
790000,8.70572,-11.016,6,6
524952,9.14142,-12.4578,3,3
21956,7.87043,-11.1669,1,1
666,7.74798,-12.026,1,1
668,8.38783,-10.4122,9,9
131741,8.01895,-11.4844,11,11
131742,9.39732,-12.6635,6,6
131743,7.95714,-11.6906,7,7
131744,8.26225,-10.6871,7,7
131745,9.10166,-10.8804,5,5
131746,9.4051,-12.2336,2,2
131747,8.28601,-12.6209,5,5
131748,8.28771,-12.2576,12,12
153030,7.88693,-11.1835,12,12
131750,8.40169,-10.3845,6,6
960217,8.55226,-12.3133,5,5
284103,8.48664,-13.2185,6,6
918194,8.4863,-10.7027,13,13
393919,7.97141,-11.9048,7,7
393920,9.51971,-12.2426,12,12
787140,8.48778,-13.2229,5,5
393926,8.22335,-10.4175,10,10
393927,8.27556,-10.594,9,9
393928,8.4349,-11.8363,4,4
393929,7.53147,-11.2688,10,10
714,8.22975,-11.3394,4,4
715,9.00837,-10.9742,12,12
716,8.99433,-12.8133,7,7
717,9.10054,-12.3069,6,6
718,8.47994,-13.2605,4,4
719,7.86414,-12.4557,10,10
720,7.49673,-11.3489,7,7
918225,8.69339,-11.2574,3,3
918226,9.11833,-12.7618,8,8
918227,8.46194,-13.2737,9,9
918228,8.47975,-13.268,9,9
725,8.45345,-13.1773,8,8
918230,8.46795,-13.2677,14,14
830244,7.96102,-11.7324,1,1
393946,7.44446,-11.2802,10,10
525022,8.88569,-12.0383,5,5
525023,8.47909,-13.2551,8,8
525024,9.51413,-12.6197,1,1
525025,8.07541,-11.9021,5,5
525026,9.37438,-11.0801,6,6
525027,8.61128,-11.9668,4,4
525028,8.21599,-11.0741,4,4
525029,8.69076,-12.5494,5,5
525030,8.58927,-11.5759,1,1
743,8.87763,-12.0755,7,7
918250,8.47834,-13.2673,2,2
754,7.27069,-11.7831,7,7
131830,7.64867,-12.3268,5,5
525047,7.27163,-11.6718,7,7
873940,8.40646,-13.2662,8,8
131834,8.444,-13.2608,3,3
525051,8.99963,-11.9366,6,6
830250,8.48265,-13.2385,5,5
611797,8.64011,-10.9204,3,3
240427,7.41501,-11.6661,10,10
525078,9.13632,-12.7476,4,4
525079,7.503,-11.8368,6,6
525080,8.5843,-12.7991,6,6
525082,9.17794,-12.8321,5,5
109359,8.48331,-13.2605,1,1
799,7.32413,-12.1444,4,4
394016,7.94596,-10.8337,5,5
394017,8.03137,-10.8572,10,10
523769,8.47207,-13.2687,5,5
787240,7.88901,-11.905,2,2
525101,8.40827,-12.9764,3,3
525106,9.50601,-12.2609,2,2
918324,8.47262,-13.2542,3,3
787254,8.91328,-13.0998,5,5
829,9.146,-11.963,4,4
830,7.87388,-11.1925,5,5
131905,9.08054,-11.5313,5,5
131906,7.73152,-11.6378,4,4
131909,7.87065,-12.7177,4,4
131910,8.47011,-13.1948,6,6
525127,8.48351,-13.2676,1,1
525128,8.88333,-12.0393,10,10
525130,9.11385,-12.5988,1,1
525131,9.03015,-12.7965,2,2
656207,8.62311,-10.6984,4,4
656208,8.77624,-12.8589,15,15
894755,9.51086,-11.813,12,12
131930,7.89867,-11.2397,12,12
862,8.85345,-10.6126,9,9
153061,7.98497,-10.8365,6,6
394080,8.82068,-12.7534,8,8
263019,8.73567,-12.9145,6,6
894756,7.95138,-10.9423,7,7
656252,8.63767,-10.5948,5,5
525182,8.63504,-11.1268,12,12
699200,8.72799,-12.6932,1,1
656260,8.64736,-10.9623,4,4
656264,7.88654,-11.2689,6,6
656270,8.40576,-13.1419,5,5
656272,9.95684,-11.3536,3,3
131996,8.72351,-10.5436,5,5
343923,8.30765,-10.7893,5,5
132004,8.44976,-13.2748,4,4
787366,8.49056,-13.2691,12,12
263084,8.81659,-12.9894,7,7
132015,8.841,-12.4004,12,12
132019,9.18917,-11.3917,6,6
132020,8.1986,-11.816,5,5
918456,9.30118,-12.7098,8,8
918457,8.88366,-12.0477,2,2
918458,7.52145,-11.0966,6,6
918459,9.34579,-11.2347,5,5
956,9.43922,-11.2817,11,11
957,8.47065,-13.2538,2,2
958,8.4032,-11.7741,7,7
959,9.05475,-11.8384,6,6
960,8.01575,-10.6328,9,9
656321,7.80355,-11.4574,6,6
656322,8.67248,-12.5696,11,11
656323,8.64826,-10.9631,5,5
656324,8.46792,-13.2655,4,4
394181,8.13934,-12.3636,3,3
525254,8.06373,-12.2921,3,3
656327,9.3269,-11.9749,5,5
656328,7.38544,-11.7576,4,4
656329,7.95028,-11.7391,7,7
656330,9.80829,-12.3737,4,4
132044,8.41195,-11.3721,15,15
263121,8.48489,-13.2394,6,6
394194,7.27954,-11.86,6,6
394195,9.36632,-11.9111,7,7
394196,7.97657,-11.7331,4,4
394197,9.83713,-12.0585,3,3
394198,7.79645,-11.1373,5,5
394199,7.89423,-10.9786,7,7
394200,8.64545,-10.9699,6,6
656368,9.06696,-12.6834,5,5
656369,8.48559,-13.262,5,5
656370,7.95623,-11.7656,4,4
656377,8.46143,-13.2591,7,7
656378,9.15583,-12.6198,9,9
656379,9.38587,-12.6604,4,4
656380,8.63726,-10.9707,3,3
132099,8.20843,-12.3786,8,8
132100,8.55195,-11.8851,8,8
132103,8.49284,-10.6369,9,9
656392,8.89366,-12.3114,10,10
394249,8.08372,-11.3513,8,8
394250,9.18295,-12.0361,2,2
394253,9.99471,-11.6252,5,5
394257,8.72354,-10.7095,11,11
394258,7.83151,-12.7036,4,4
787477,8.46827,-13.2405,7,7
132118,8.61688,-10.9611,11,11
132119,9.24657,-12.9216,7,7
132120,8.64907,-11.1672,5,5
132121,8.1269,-11.218,7,7
132122,8.662,-12.4049,5,5
132123,7.76446,-11.7722,4,4
132124,8.12731,-12.8134,4,4
132125,9.98575,-11.7296,4,4
132126,8.65097,-10.6302,1,1
263199,9.03921,-10.7411,4,4
132128,9.24579,-12.7604,4,4
132129,7.85959,-11.1999,6,6
132130,8.55534,-12.0152,5,5
263203,8.20354,-11.3648,8,8
656429,7.98054,-10.9081,8,8
656430,8.75389,-10.8917,11,11
524467,8.68371,-11.0603,4,4
787509,7.95874,-11.0428,4,4
787510,7.12263,-11.4598,6,6
787514,7.99027,-11.3061,2,2
1083,9.72473,-12.3207,2,2
939531,8.3673,-10.3804,12,12
525382,7.64792,-11.5811,8,8
895841,8.46351,-13.2358,3,3
525385,9.07077,-12.2528,5,5
918602,9.04197,-11.9185,4,4
655543,8.59711,-11.4033,6,6
722767,8.48093,-13.2465,10,10
568162,8.17617,-10.5616,3,3
918609,8.49128,-13.2303,6,6
918610,8.458,-13.2494,8,8
961379,8.85109,-12.459,1,1
1108,8.48906,-13.2133,5,5
961380,7.33692,-11.4197,1,1
873999,7.86964,-12.3951,3,3
394337,9.07961,-11.7301,3,3
394338,8.05211,-11.1008,3,3
394339,8.47594,-13.2721,11,11
394340,8.48004,-13.2444,4,4
525416,8.39142,-12.0724,5,5
525417,8.01229,-10.6301,12,12
525418,7.64529,-11.2918,10,10
525419,7.95711,-11.7264,3,3
525420,8.48837,-13.2174,4,4
787570,9.79481,-12.2406,8,8
131262,7.64839,-12.3274,15,15
939540,7.62684,-11.95,3,3
656511,7.0527,-11.4892,4,4
655553,9.70308,-11.6072,10,10
394381,9.01126,-12.686,9,9
827509,9.86105,-11.4307,3,3
656530,8.65732,-12.7225,4,4
656534,9.08827,-13.0317,5,5
918680,9.09711,-11.5357,8,8
240495,7.96024,-11.7327,5,5
132259,8.47889,-13.246,6,6
132260,8.41331,-11.2134,13,13
132261,8.48754,-13.2705,6,6
852167,8.64382,-10.9774,6,6
852168,8.43175,-13.2758,8,8
263350,8.20169,-12.6236,6,6
519418,8.47419,-13.2637,5,5
132295,8.46959,-13.2354,8,8
394440,8.7322,-12.6588,12,12
132298,9.72473,-11.7936,8,8
132300,8.70967,-12.2155,2,2
611874,7.07648,-11.4016,6,6
132302,8.78836,-12.494,5,5
918735,8.47825,-13.2498,4,4
918736,8.45904,-13.2607,5,5
263377,9.66827,-12.3645,5,5
918738,7.23312,-11.7713,10,10
918739,8.36261,-12.0371,5,5
918740,8.86337,-12.6143,5,5
394457,8.41007,-12.2528,1,1
263388,8.43377,-13.2852,6,6
263389,8.47416,-13.1932,6,6
263390,7.46285,-12.1461,6,6
263391,7.71124,-11.6942,6,6
925320,7.62773,-12.0483,6,6
746375,8.3701,-12.4725,9,9
895870,8.62834,-12.2814,9,9
394487,8.39356,-13.1554,10,10
1273,8.54144,-12.0937,6,6
918778,8.63541,-10.9695,5,5
918779,7.98005,-11.7476,6,6
918780,9.30363,-12.6903,5,5
961410,9.6545,-11.7416,3,3
918802,8.33711,-11.9071,4,4
263446,9.01423,-12.7953,7,7
787735,7.96622,-11.7313,2,2
263448,8.45315,-13.2426,11,11
1305,9.36198,-12.018,14,14
132378,8.26756,-12.015,10,10
1307,8.0535,-10.9575,7,7
656671,9.04531,-13.0692,8,8
525601,8.48881,-12.2894,6,6
425983,8.75528,-11.0462,3,3
525604,9.04205,-12.2048,4,4
132389,8.4017,-13.2539,2,2
132390,8.8881,-12.0467,6,6
611889,8.41571,-13.1441,4,4
655580,8.62622,-10.9862,12,12
132397,8.46997,-13.2631,2,2
787762,7.74087,-11.9745,4,4
787763,8.29327,-12.663,5,5
525620,9.4859,-12.6273,3,3
787765,8.7921,-12.8942,6,6
787766,8.25067,-10.7916,6,6
787767,8.47392,-13.2544,10,10
787768,8.55733,-12.0793,7,7
787769,8.53533,-11.4443,4,4
787770,7.81702,-11.8574,2,2
525632,8.48213,-12.1283,9,9
132422,8.48518,-13.2298,7,7
132423,9.12075,-11.73,6,6
118723,8.6406,-12.6774,5,5
394575,8.76385,-12.6228,2,2
132432,7.89484,-12.2616,6,6
394577,9.00766,-12.5092,4,4
394578,8.64273,-10.9689,4,4
394579,9.25126,-12.8251,4,4
394580,9.20567,-12.8824,5,5
394581,8.45362,-13.2513,7,7
656726,8.39182,-13.1486,5,5
394586,8.48424,-13.209,8,8
394587,8.57383,-11.5312,7,7
394588,8.45902,-12.619,9,9
132445,8.35925,-12.4281,6,6
132446,8.4461,-11.9136,5,5
132447,8.14274,-11.5204,4,4
1376,8.25996,-10.4286,5,5
132449,8.81416,-12.6848,2,2
132450,7.35691,-11.6962,5,5
1379,9.31363,-10.7833,10,10
1380,8.22875,-10.8268,5,5
525681,8.20487,-11.6263,6,6
525683,7.82213,-12.0651,4,4
787828,8.05442,-10.9309,11,11
525685,8.482,-13.2363,4,4
525686,8.48576,-13.2706,8,8
525687,7.97201,-12.0324,13,13
525688,8.44175,-11.5464,6,6
525689,8.68749,-10.6748,8,8
525690,8.47025,-13.1851,3,3
525691,8.64871,-10.9731,9,9
525703,7.47368,-12.2917,2,2
132488,8.47264,-13.2697,5,5
132489,8.88524,-12.0812,11,11
132490,8.92644,-11.1247,4,4
132491,9.2086,-12.6534,1,1
132492,8.47992,-13.2717,3,3
132493,8.95799,-11.0393,7,7
132494,7.81597,-11.4327,5,5
132495,9.08399,-11.619,5,5
132496,8.7897,-12.6963,1,1
132497,8.75533,-12.7914,8,8
132498,8.23046,-11.5955,4,4
132499,7.86898,-11.1865,7,7
132500,8.2499,-10.8717,6,6
1431,8.4788,-11.8642,10,10
132504,8.74212,-13.2344,7,7
263589,8.67473,-10.7256,7,7
263590,8.38778,-13.1462,11,11
525745,8.48386,-13.2373,2,2
525746,9.20084,-12.6667,13,13
525748,7.55183,-11.2386,5,5
525750,8.27214,-10.6626,6,6
263617,8.35525,-10.8375,11,11
263618,7.13957,-11.534,4,4
263619,8.47679,-11.4998,8,8
263620,8.64279,-11.1555,4,4
656838,8.44464,-13.2603,6,6
656839,8.48763,-12.425,6,6
656840,8.07814,-11.3671,2,2
656841,8.52078,-12.6472,8,8
263626,9.13568,-12.6791,6,6
525776,9.39517,-12.667,6,6
132567,8.4965,-11.7716,11,11
394712,9.07853,-12.6232,3,3
525787,8.48595,-13.2733,6,6
394718,8.41642,-11.8962,2,2
394720,7.52149,-12.14,4,4
394722,8.77255,-12.7855,3,3
525801,7.9922,-12.0236,4,4
525805,9.8558,-12.3491,3,3
525806,8.75515,-10.771,8,8
525807,7.95134,-11.7362,3,3
525808,8.47911,-13.2481,5,5
525809,8.45974,-13.2652,2,2
525810,8.64343,-10.9612,2,2
689645,8.1916,-12.5671,5,5
1532,9.28685,-12.6533,1,1
132605,9.51822,-11.9254,1,1
132606,9.02148,-12.964,10,10
132607,8.83612,-10.759,4,4
132608,8.71448,-12.4202,5,5
132609,7.34698,-11.4872,4,4
132610,8.47561,-13.2167,4,4
48061,7.23114,-11.6537,8,8
263690,9.08414,-12.0119,9,9
917762,8.90457,-12.8398,3,3
263695,8.18104,-12.7199,11,11
263711,8.48079,-13.2565,4,4
263712,7.62613,-11.1141,7,7
263713,8.1636,-12.4367,3,3
263714,9.54548,-12.6281,4,4
263715,8.60457,-12.7946,8,8
263716,7.77479,-11.9787,2,2
263717,8.70482,-11.0144,5,5
263718,8.31512,-13.0752,5,5
263719,8.48399,-13.2162,5,5
263720,8.47485,-13.2581,7,7
525865,8.80157,-10.8765,4,4
656938,8.2096,-10.7359,11,11
1579,8.05647,-10.7169,3,3
1580,8.2148,-12.2664,9,9
750750,8.14513,-11.6759,4,4
525875,9.73116,-11.7173,5,5
525876,8.70326,-12.2369,6,6
525877,8.47841,-13.2301,1,1
525878,8.42424,-12.7575,7,7
525879,7.3169,-11.5091,4,4
525880,8.40026,-12.5497,9,9
699316,7.9757,-11.735,6,6
525882,9.67953,-10.9779,4,4
525890,8.11539,-11.3381,5,5
480866,8.48329,-13.2457,9,9
788050,8.98711,-11.6399,7,7
263765,7.86543,-11.206,9,9
263766,8.78235,-11.5149,7,7
263767,8.84726,-10.7558,5,5
263768,8.89482,-12.1131,5,5
263769,8.20824,-11.9591,7,7
263770,8.09945,-11.3275,6,6
394846,8.47141,-13.2575,6,6
394847,8.36737,-12.3756,6,6
394848,8.6831,-12.5327,10,10
394849,7.63325,-12.6125,10,10
394850,7.8747,-11.1906,3,3
525927,8.48853,-13.2103,9,9
525928,7.72405,-11.4591,8,8
525929,8.47255,-13.2427,8,8
1644,9.16342,-12.6089,4,4
1645,8.92047,-12.8562,10,10
1646,8.16222,-12.4348,4,4
1647,9.90533,-11.5044,10,10
1648,8.57077,-10.6889,8,8
1649,7.49725,-11.4956,5,5
1650,8.80746,-10.5838,12,12
830398,9.44935,-12.5564,4,4
788087,7.50362,-11.4776,3,3
788088,9.26588,-11.8657,5,5
657017,8.48191,-13.2654,6,6
525946,8.04264,-12.6221,7,7
525947,8.3044,-10.7417,3,3
525948,8.43374,-13.2855,5,5
525949,8.46147,-13.2519,3,3
525950,7.28872,-11.5725,5,5
525951,7.91537,-11.8743,6,6
43968,8.79168,-12.8736,6,6
584901,8.49131,-13.2734,9,9
1667,9.17578,-12.0346,4,4
1670,8.84948,-11.5928,7,7
306115,7.9869,-10.8399,3,3
788117,9.11585,-12.5923,4,4
788120,8.48394,-13.2395,5,5
132761,8.48074,-13.2316,6,6
132765,8.31951,-13.0565,5,5
788126,9.64341,-11.4302,13,13
306117,8.47481,-13.2738,5,5
437190,9.44744,-12.2439,4,4
525990,8.063,-10.7686,5,5
657074,8.86166,-10.7055,5,5
263859,7.99553,-10.6546,3,3
263860,9.10331,-12.728,4,4
1717,8.22264,-12.2023,7,7
263862,9.315,-12.2084,2,2
263863,7.83406,-11.3291,11,11
263864,9.32264,-12.6088,8,8
263865,9.3154,-12.6681,4,4
263866,9.3451,-12.4856,1,1
263867,8.46362,-13.263,2,2
263868,9.62539,-11.8605,4,4
263869,9.02204,-12.6136,4,4
1726,8.63371,-10.9812,6,6
743029,8.77206,-10.5874,11,11
263875,8.47739,-13.2426,6,6
263876,7.99371,-10.9564,6,6
263877,9.39725,-12.1899,12,12
263878,7.8355,-10.9734,7,7
263879,9.79071,-11.9864,7,7
263880,7.99024,-11.0443,9,9
830412,9.38067,-11.567,2,2
263882,8.35364,-11.273,9,9
263885,9.04927,-13.1259,5,5
830413,7.42877,-11.6645,7,7
830414,7.91859,-11.7776,6,6
788185,7.83889,-11.4205,2,2
1758,8.47057,-13.2609,5,5
960253,8.50593,-11.8284,7,7
846776,8.7669,-12.7884,5,5
132852,8.49438,-13.2876,11,11
526073,8.48577,-13.2363,7,7
526074,8.08662,-10.9152,7,7
526075,8.37524,-13.1403,4,4
526076,8.48247,-13.2183,1,1
526077,7.57649,-11.645,5,5
526078,7.87038,-12.8546,11,11
526079,8.47756,-13.2587,12,12
526080,8.76783,-13.0636,6,6
526082,8.5487,-12.5053,10,10
657158,7.38015,-11.9669,5,5
657162,7.07128,-11.5322,3,3
395022,8.48901,-13.2259,8,8
808580,8.50797,-12.9158,10,10
262447,8.22055,-11.0507,4,4
526108,9.49224,-11.7585,5,5
526109,8.53395,-12.0994,4,4
526110,7.88055,-10.9084,5,5
657183,7.62234,-11.7899,6,6
131376,8.4881,-13.2685,6,6
1832,9.24785,-12.3456,12,12
395049,7.96708,-11.7401,6,6
395050,8.48572,-13.2099,13,13
788268,8.01055,-12.5776,10,10
395053,9.26445,-12.3799,4,4
395056,9.2031,-12.9123,11,11
132914,9.11182,-11.7631,12,12
788277,8.48609,-13.2317,11,11
788278,8.15605,-12.9193,12,12
132919,8.68535,-12.7248,3,3
788280,8.06957,-11.2995,7,7
43999,8.75832,-13.0917,2,2
546443,9.5571,-11.7538,10,10
973350,8.24323,-11.2133,1,1
919372,8.48157,-13.2596,7,7
132941,8.80552,-11.5514,4,4
132942,8.08129,-12.6857,6,6
721208,8.84059,-12.4667,1,1
1877,7.97171,-11.7309,9,9
1878,8.5394,-11.4633,6,6
1879,8.46771,-13.2579,6,6
1880,7.96347,-11.7313,7,7
395103,8.29862,-11.9869,7,7
395104,7.31007,-11.6989,4,4
611985,7.1172,-11.6738,2,2
395113,8.48849,-13.2242,3,3
395114,8.38489,-10.3821,3,3
