id,latitude,longitude,population,capacity
544658,9.07699,-12.7209,8,8
675733,7.75432,-11.3458,10,10
833519,8.70676,-12.6809,6,6
122885,9.46146,-12.3076,4,4
949849,8.48396,-13.239,5,5
282529,7.8262,-11.6216,3,3
282530,9.12695,-11.9739,3,3
544678,8.47575,-13.1886,4,4
282536,9.13614,-12.5812,6,6
282538,7.66104,-11.0888,7,7
282539,8.33669,-10.4573,6,6
282540,7.99955,-10.7257,5,5
937901,8.48537,-13.2293,4,4
937902,8.1076,-10.6269,5,5
937903,8.7542,-12.9187,6,6
937904,9.27347,-12.7067,6,6
413617,9.08981,-11.5021,5,5
937906,8.88624,-11.1256,6,6
937907,7.94411,-11.7531,3,3
937908,8.49109,-13.2395,3,3
937909,8.48756,-13.2448,1,1
937910,9.0076,-12.5423,2,2
544696,9.69924,-12.2456,4,4
544697,9.76475,-11.3296,6,6
544698,7.99759,-11.7699,8,8
544699,8.21374,-11.0497,5,5
282556,8.0819,-12.6864,6,6
282557,8.48332,-13.2592,6,6
282558,8.47717,-13.2327,10,10
282559,8.47625,-13.2164,1,1
282560,8.94564,-11.9455,7,7
937925,8.48785,-13.2639,7,7
937929,8.39272,-12.4424,5,5
937930,8.88605,-12.0469,11,11
413647,9.14242,-12.6778,8,8
413648,8.80752,-12.5291,6,6
413649,8.64661,-10.9596,4,4
413650,7.7902,-12.5815,4,4
571385,8.47344,-12.1392,11,11
20440,9.36609,-11.2013,4,4
151513,8.24703,-12.3868,6,6
413660,8.48752,-13.2423,11,11
806879,8.2267,-11.0515,1,1
806880,9.39247,-11.0861,6,6
833754,8.61002,-11.9026,10,10
331090,8.01918,-11.7072,9,9
20462,9.89021,-11.6685,4,4
20464,8.48805,-13.2643,7,7
282611,8.11041,-10.8174,5,5
282613,8.47682,-13.1938,5,5
527700,7.96617,-10.6288,7,7
413690,7.95306,-11.7273,3,3
675837,7.99981,-11.771,3,3
396630,8.09273,-11.8522,7,7
151559,8.47914,-13.2646,4,4
20491,8.4704,-13.2528,1,1
309250,9.0608,-11.0553,3,3
25261,8.66366,-12.211,11,11
789848,8.48333,-13.2482,7,7
20501,9.29289,-12.1538,4,4
544790,8.97272,-12.9734,5,5
544791,8.29394,-13.1678,6,6
806939,8.48921,-13.2226,5,5
806940,9.10976,-12.2898,9,9
789850,8.48796,-13.2422,4,4
282654,9.26605,-12.219,6,6
282655,8.42722,-12.0765,6,6
282656,8.28705,-11.6883,5,5
282657,8.48622,-13.2176,7,7
282658,9.41708,-11.8113,5,5
282659,8.09135,-11.5741,11,11
282660,7.31668,-11.3104,2,2
151589,8.48762,-13.2285,7,7
151590,8.48538,-13.2649,12,12
151591,7.95534,-11.7379,7,7
806952,8.66823,-12.6467,7,7
806953,8.64528,-13.0889,2,2
806954,8.65212,-10.6529,9,9
485468,8.19457,-12.8185,6,6
806956,8.48921,-13.2436,2,2
806957,8.46004,-13.1828,8,8
806958,8.93937,-12.139,3,3
806959,9.35315,-12.1465,4,4
282672,7.83871,-11.3501,8,8
675911,8.18104,-11.6918,2,2
20553,7.99859,-10.954,4,4
413772,8.68359,-12.5307,6,6
413773,8.95085,-11.9036,7,7
413777,9.82619,-11.4143,7,7
413778,8.94797,-12.6125,6,6
413780,7.32526,-11.9167,7,7
413783,8.47334,-13.2518,6,6
544865,8.48935,-13.2132,11,11
807012,9.22353,-11.4361,4,4
986470,8.4026,-12.1287,11,11
650999,8.36072,-13.0565,4,4
724328,8.07354,-12.5617,4,4
151670,7.90538,-11.5441,9,9
593257,8.47015,-13.2586,9,9
593258,9.00895,-12.3832,4,4
593259,7.32984,-12.0857,11,11
310016,9.24904,-12.9013,7,7
938118,8.53555,-12.3449,6,6
549569,8.47831,-10.8858,1,1
938120,8.45209,-13.2697,4,4
20617,8.47837,-13.2716,6,6
151690,7.9522,-11.7257,10,10
151691,7.51136,-11.203,2,2
746179,7.65415,-11.1056,4,4
746180,9.01815,-11.6098,5,5
938148,9.17328,-12.0206,5,5
593265,8.47585,-13.2598,8,8
864863,8.61083,-11.5943,6,6
20673,8.13866,-12.5413,5,5
151746,8.23992,-11.9588,9,9
676035,7.50818,-11.9363,5,5
676036,8.4765,-13.2679,5,5
676037,9.4461,-11.0875,7,7
282822,7.70064,-11.7705,5,5
676039,8.41046,-11.5028,6,6
676040,7.838,-11.4142,6,6
676041,8.48181,-13.2642,1,1
413899,8.59612,-10.5964,7,7
413900,8.6835,-12.5244,9,9
20687,9.20583,-11.7632,2,2
282833,8.07856,-11.6362,7,7
702499,7.2345,-12.0138,9,9
20693,8.47891,-13.2689,6,6
20694,7.97301,-11.486,6,6
20695,7.78867,-12.0964,3,3
20696,8.47899,-13.2222,6,6
20697,7.20697,-11.2872,6,6
20698,9.25618,-12.535,3,3
20699,8.32009,-12.5697,5,5
20700,8.48272,-13.2728,8,8
375484,9.02336,-12.615,2,2
676071,8.48571,-13.2485,3,3
676072,8.22962,-11.054,7,7
676073,8.4547,-10.333,4,4
676074,8.81424,-12.4908,10,10
676075,8.78554,-10.7266,7,7
676076,8.29431,-10.5891,6,6
676077,9.4134,-12.2672,2,2
676078,7.95962,-11.7263,5,5
676079,8.45393,-13.26,5,5
676080,8.40683,-12.6422,6,6
938225,8.88416,-12.0414,9,9
676082,8.29744,-10.7715,4,4
938227,9.42791,-12.1335,6,6
20724,8.9123,-12.4044,6,6
282869,7.8817,-10.7904,4,4
282870,8.41584,-11.9981,10,10
282872,8.31884,-10.4456,11,11
942804,9.29619,-12.4395,5,5
151821,8.74863,-11.7482,3,3
807182,7.75577,-10.9681,2,2
864866,9.33184,-12.0082,7,7
724357,8.43892,-11.9073,6,6
282912,8.92521,-10.9092,7,7
282920,9.313,-12.0002,8,8
942812,8.59922,-11.0812,11,11
724359,7.64404,-11.7299,5,5
414002,9.61582,-12.3069,4,4
864867,8.76881,-12.7891,5,5
938295,8.48056,-13.2237,11,11
938296,7.76411,-12.0655,1,1
938297,7.92013,-11.0562,9,9
938298,8.07965,-11.3276,11,11
938299,7.87234,-12.4179,12,12
938300,9.13097,-12.6897,11,11
282941,7.86295,-11.6242,4,4
20798,8.47963,-13.2344,9,9
282944,7.73533,-11.7072,4,4
972960,8.4765,-13.2451,7,7
807238,8.89073,-12.0514,3,3
807239,8.47608,-13.2402,6,6
807240,8.35775,-13.0454,13,13
282956,7.99692,-10.6604,6,6
282957,8.20833,-11.0637,6,6
282958,8.58212,-10.6969,2,2
282959,9.8028,-11.1663,8,8
282960,8.47602,-13.2475,7,7
636985,7.84691,-12.2821,2,2
151898,9.3551,-11.7622,5,5
282971,7.87319,-11.1967,13,13
636986,7.95342,-11.7495,7,7
864869,7.93196,-11.4873,5,5
282992,7.87974,-10.7869,3,3
151927,8.4485,-13.1741,7,7
151928,8.05875,-12.0041,3,3
151929,9.69586,-11.9285,4,4
151930,7.83401,-11.6454,4,4
864870,7.69416,-11.194,8,8
807313,9.076,-12.459,5,5
283034,7.8703,-11.1856,9,9
283040,9.08603,-12.7499,7,7
807331,8.48077,-13.2439,4,4
676260,8.465,-11.378,7,7
151980,7.68155,-11.0492,7,7
545203,9.23027,-12.8311,8,8
807348,8.22659,-11.1201,6,6
20917,8.48051,-13.246,3,3
807350,8.47244,-13.2682,4,4
545209,8.69246,-11.1947,7,7
545210,7.81148,-11.6881,7,7
545213,9.08538,-12.7489,4,4
283070,7.87192,-12.0939,4,4
283072,8.01456,-12.1951,6,6
414146,8.48518,-13.2259,7,7
354223,9.40979,-12.1207,5,5
283078,9.75574,-11.6722,7,7
283080,9.94573,-11.6554,5,5
283099,8.0632,-10.9665,2,2
283100,7.52955,-12.5052,6,6
545245,8.47536,-13.2439,6,6
545248,9.20076,-10.7615,11,11
545250,8.98766,-13.0557,8,8
20967,9.52483,-11.9406,12,12
20968,8.22383,-10.5235,6,6
20969,8.4866,-13.2598,4,4
20970,8.52863,-11.2736,5,5
789477,7.95715,-11.7364,1,1
152046,7.88999,-12.1272,9,9
676340,8.48661,-13.2301,2,2
545269,9.2103,-12.9286,2,2
545270,7.22767,-11.3891,8,8
283129,7.98774,-10.8559,6,6
283130,8.65176,-10.5444,5,5
917248,9.44189,-12.0048,5,5
807423,8.22383,-10.7622,2,2
20992,8.47627,-13.2667,7,7
545281,8.5632,-12.6881,4,4
545282,8.02103,-10.9617,4,4
545283,8.77538,-12.776,6,6
20996,7.29064,-11.5736,1,1
545285,8.48575,-13.2111,14,14
545286,7.4576,-11.8991,6,6
545287,8.33283,-12.8969,1,1
545288,8.00244,-12.2303,7,7
545289,7.96397,-11.7392,7,7
545290,7.59729,-11.3452,6,6
807439,8.68907,-10.593,7,7
807440,8.30599,-11.0277,1,1
414229,9.15559,-12.5547,4,4
414230,8.84638,-12.5719,7,7
21015,8.21751,-11.0618,11,11
938520,8.29333,-11.7893,5,5
807450,8.45318,-11.9742,7,7
414235,7.88916,-11.1835,7,7
545308,7.86989,-11.1875,17,17
414237,8.61062,-11.4566,7,7
702558,7.52565,-11.7622,2,2
676406,9.73727,-11.6708,9,9
938568,8.6744,-11.1863,4,4
680716,8.70632,-13.0829,9,9
938570,7.25322,-11.5987,7,7
21077,7.96638,-11.7339,5,5
21078,7.43458,-12.0716,10,10
21079,8.2918,-11.7198,2,2
21080,8.64509,-11.8868,2,2
676444,8.14128,-12.1661,9,9
676446,8.70616,-12.5435,7,7
414304,8.48728,-13.2197,4,4
21089,8.48611,-13.237,7,7
21090,8.47323,-10.3051,3,3
152168,8.89768,-12.0537,4,4
807532,9.24014,-12.2018,12,12
25362,7.24693,-11.5294,5,5
545395,8.47892,-13.2423,4,4
545396,8.22291,-10.8001,4,4
545397,9.09486,-12.2719,4,4
545398,8.99768,-11.5206,6,6
545399,8.78304,-12.789,8,8
152184,9.48909,-11.8306,8,8
283258,8.43569,-10.8639,4,4
283259,8.05178,-12.0152,10,10
283260,7.96982,-11.7367,3,3
938625,8.48419,-13.234,10,10
938626,8.723,-10.7411,4,4
938627,8.4895,-13.2606,3,3
938628,7.96669,-11.7289,12,12
938629,7.28184,-11.5647,4,4
938630,7.91606,-11.973,3,3
414345,8.66451,-10.9738,8,8
676490,7.64353,-11.9441,6,6
283283,9.0413,-11.0978,7,7
891066,9.31546,-11.5676,4,4
545455,7.90792,-11.9312,4,4
807600,8.74388,-12.9019,10,10
545459,8.83027,-10.6292,6,6
527817,8.61992,-12.0256,8,8
789241,7.87386,-11.1761,4,4
527818,8.53947,-12.0578,8,8
527819,8.22497,-10.8076,5,5
283336,8.48775,-13.2495,10,10
283337,8.30198,-12.1181,4,4
283338,8.76354,-12.7887,17,17
283339,9.52325,-12.4468,6,6
283340,7.32604,-12.0979,6,6
152273,8.48426,-13.2372,13,13
152274,8.80968,-12.2283,3,3
527822,9.46067,-11.4891,5,5
152280,8.36352,-12.5678,1,1
545498,8.40508,-12.3362,7,7
807644,8.48812,-13.2468,13,13
807645,8.47087,-13.1784,3,3
807646,9.86014,-11.3916,6,6
807647,8.49945,-13.2901,6,6
807648,8.38853,-13.2569,6,6
807649,8.19699,-11.9583,7,7
807650,8.62599,-10.5014,13,13
833660,8.15329,-11.1721,7,7
899198,9.4459,-11.8427,7,7
676599,7.75434,-11.9879,1,1
676600,8.2097,-11.0543,5,5
676603,7.96156,-11.7463,7,7
414461,8.46791,-13.2513,5,5
545535,8.99601,-12.1099,4,4
545536,8.2046,-10.5792,4,4
545537,8.0765,-11.1152,6,6
545538,9.22027,-12.7824,11,11
545539,8.47509,-13.1938,2,2
545540,8.48531,-13.2333,5,5
621645,7.83013,-11.1797,3,3
637058,7.69007,-11.1198,4,4
986585,7.37836,-11.6048,7,7
986586,8.21317,-11.0629,5,5
986587,9.38683,-12.333,4,4
789980,8.63677,-10.9829,4,4
112776,8.42954,-13.2776,1,1
545589,8.22134,-10.5196,1,1
545590,8.38893,-13.092,5,5
593375,7.498,-11.9369,6,6
917259,7.87102,-11.1903,9,9
593379,7.60412,-11.129,11,11
283477,8.12118,-10.9508,2,2
724453,7.11218,-11.6976,7,7
414563,7.96006,-12.2932,10,10
283492,9.04924,-12.6558,5,5
676709,8.48467,-13.2366,4,4
676710,9.23969,-10.8702,2,2
414568,7.2843,-11.9071,3,3
414574,9.37814,-11.5876,7,7
545647,7.76708,-12.335,4,4
21361,8.45499,-13.161,4,4
545661,7.37372,-11.2664,5,5
545662,8.46612,-13.2711,5,5
545663,8.20657,-11.057,14,14
545664,8.48791,-13.2236,5,5
545665,8.43323,-12.4107,5,5
545666,8.84927,-12.9672,4,4
545667,8.19801,-11.4214,4,4
21380,9.46465,-10.9733,5,5
21381,8.47448,-13.2472,3,3
545670,9.12743,-12.9207,5,5
807816,9.19858,-12.6641,5,5
789996,8.03726,-10.7691,6,6
789997,8.73067,-11.8575,1,1
21393,8.47349,-12.2157,3,3
789998,8.45987,-12.9364,6,6
396783,8.48871,-13.2588,6,6
707765,8.47161,-13.2389,7,7
21410,8.47449,-13.2608,6,6
908533,7.9744,-11.7292,7,7
549702,7.40723,-11.7833,9,9
549703,8.34538,-13.0811,4,4
152494,7.71693,-12.6823,7,7
152495,9.36034,-12.0092,8,8
152496,9.43484,-12.5263,5,5
549704,9.2533,-10.9684,4,4
676786,8.48809,-13.2709,5,5
676787,8.47688,-13.2452,5,5
676788,8.46053,-13.2252,5,5
676789,8.26784,-11.3827,5,5
676790,8.77182,-12.7757,2,2
676791,7.9646,-11.7364,7,7
676792,8.48733,-13.2178,5,5
676793,8.73769,-11.2299,1,1
676794,8.54713,-12.4019,10,10
676795,8.49375,-13.2165,7,7
676796,7.54853,-11.8237,4,4
676797,8.37492,-12.715,5,5
676798,8.29057,-12.1757,6,6
545727,8.74762,-11.8641,2,2
545728,7.88012,-11.3455,5,5
545729,8.64491,-10.9694,4,4
545730,7.60988,-11.7237,5,5
414659,7.8711,-11.2316,2,2
152516,7.67919,-11.3061,5,5
336782,8.64873,-10.968,4,4
283592,8.88893,-12.0413,2,2
918120,8.46321,-13.1863,5,5
658936,8.49119,-13.2702,10,10
283603,9.36425,-11.5625,9,9
545753,8.15748,-11.1674,6,6
545755,7.20279,-11.6649,4,4
680784,6.96008,-11.5091,2,2
545764,7.68592,-11.5991,8,8
152549,8.10068,-11.5416,4,4
152550,8.20664,-10.3505,7,7
545767,9.13362,-12.8814,5,5
545768,7.85672,-11.286,6,6
545769,8.48139,-13.2228,1,1
545770,8.21179,-11.9828,2,2
283629,7.98328,-10.9737,12,12
283630,7.89082,-11.1816,10,10
807922,9.27986,-11.062,5,5
707768,8.47807,-13.2236,4,4
122507,7.76824,-11.0493,1,1
545800,7.86505,-11.5025,7,7
939017,8.72761,-11.0308,4,4
939018,8.61029,-11.0325,4,4
939019,9.29051,-12.7647,5,5
939020,8.46117,-13.2533,2,2
939023,7.99957,-10.7516,5,5
283670,8.47113,-13.2698,3,3
707769,7.94043,-11.1393,6,6
545819,8.491,-13.2369,5,5
545820,7.4354,-11.9305,7,7
152606,8.90082,-12.1229,6,6
152607,8.48772,-13.2688,11,11
152608,7.78943,-12.0082,5,5
152609,8.06167,-11.1147,11,11
152610,7.95074,-11.7322,5,5
939049,7.43338,-12.0807,2,2
283698,8.22004,-11.0417,4,4
21555,8.14063,-12.2203,5,5
152630,8.07821,-11.3274,5,5
152632,8.48971,-13.2619,3,3
908538,8.20078,-10.4338,8,8
923670,7.17523,-11.5379,11,11
283725,8.47583,-13.2515,7,7
283726,8.6479,-10.9723,4,4
283727,7.35536,-11.7008,6,6
283728,9.06338,-12.3702,3,3
283729,8.44495,-13.1602,5,5
283730,8.44037,-10.3867,8,8
21590,7.87553,-10.7853,3,3
437171,7.73625,-11.8339,2,2
240768,7.90616,-12.4564,3,3
21612,7.45593,-12.1601,11,11
283757,9.06283,-11.4563,2,2
808046,7.88111,-11.184,2,2
808047,8.4662,-13.238,9,9
283760,7.55591,-11.2409,11,11
21617,9.44583,-11.9787,7,7
21618,8.32303,-10.4929,3,3
21619,9.74303,-11.9662,4,4
21620,8.08064,-12.6019,3,3
21622,8.18729,-10.599,3,3
21628,8.48131,-13.2151,3,3
964800,9.52807,-12.4305,11,11
939139,8.06569,-12.3479,6,6
939140,9.57573,-11.5518,8,8
702657,8.94741,-11.1296,3,3
283785,7.87461,-11.1706,7,7
283786,9.20411,-12.4216,3,3
283787,8.01605,-12.0902,6,6
152716,8.48905,-13.2411,5,5
152717,8.16515,-11.8257,8,8
152718,9.45682,-11.7877,7,7
152719,8.66604,-12.5378,2,2
152720,8.43106,-10.862,9,9
283794,8.48717,-13.2495,4,4
414867,8.64871,-10.9766,5,5
414868,8.47637,-13.2485,5,5
414869,8.48483,-13.2167,7,7
414870,7.15095,-11.7751,9,9
414877,8.25053,-10.7623,5,5
808099,8.2393,-11.9171,5,5
414885,8.47433,-13.2453,13,13
414886,8.75484,-13.0394,3,3
21671,8.97921,-11.864,3,3
21672,9.46987,-12.2892,5,5
414889,9.41464,-12.6349,3,3
414890,7.88184,-11.1932,3,3
21675,8.02933,-12.4972,4,4
21676,9.00493,-12.759,6,6
21677,7.86812,-11.19,2,2
21678,9.36068,-11.7776,1,1
21679,8.54242,-12.6958,4,4
21680,8.49055,-13.2625,12,12
21681,8.88416,-12.0475,11,11
21684,7.88498,-11.8454,8,8
396830,7.62686,-12.2878,7,7
21688,8.20486,-10.5708,2,2
21690,7.97163,-11.3458,2,2
658976,8.38433,-13.1385,4,4
265762,7.97136,-11.0725,4,4
283857,8.38048,-12.7486,13,13
899280,8.90738,-13.0423,6,6
813570,8.65886,-12.2477,5,5
484219,7.8585,-11.0685,9,9
624850,8.63007,-11.4496,5,5
283886,8.64278,-10.9824,5,5
283887,8.48042,-13.2352,8,8
283888,8.87658,-11.0119,5,5
283889,8.94908,-11.8163,5,5
283890,9.36698,-12.33,5,5
21747,8.64791,-11.4616,3,3
21748,7.31315,-11.3365,7,7
21749,8.9064,-11.9893,1,1
21750,8.02185,-10.9653,2,2
939255,8.11378,-10.8686,6,6
808198,8.4285,-13.2822,8,8
808199,7.94352,-11.0626,2,2
283912,9.2124,-12.7096,5,5
546057,8.72146,-11.9548,5,5
546071,9.07708,-12.7352,8,8
415005,8.76718,-12.7861,5,5
808228,8.95265,-13.1474,6,6
152871,8.47691,-13.2374,6,6
415016,8.61953,-12.4419,4,4
415017,8.53517,-12.8482,4,4
415018,7.79409,-12.2768,2,2
415019,8.47518,-13.2672,6,6
415020,8.97397,-12.6505,6,6
677179,8.47989,-13.2174,10,10
677187,8.31737,-13.0586,4,4
677188,7.97233,-11.7661,2,2
677189,8.51949,-12.0688,7,7
677190,7.21288,-11.3154,5,5
152905,7.99159,-10.8457,3,3
152906,7.8094,-11.7918,10,10
152907,7.72665,-12.038,5,5
152908,8.64333,-10.9648,7,7
152909,7.77744,-11.9701,2,2
152910,7.85879,-11.1979,7,7
939343,8.45469,-13.1688,5,5
939346,8.48503,-13.2217,6,6
152915,9.55746,-12.2609,13,13
415065,9.2066,-12.3969,6,6
415066,9.86471,-11.7668,3,3
415067,7.46311,-11.6862,8,8
415068,7.57304,-12.6714,5,5
415069,8.92312,-12.9217,6,6
415070,7.7159,-11.694,5,5
419722,8.98345,-10.8111,12,12
284016,9.27032,-12.2115,7,7
415091,8.47718,-13.2361,8,8
415093,8.4805,-13.2677,4,4
415094,9.34028,-12.6677,7,7
21884,8.31495,-11.2388,4,4
152961,8.21769,-10.5071,4,4
21890,8.13195,-11.9419,7,7
415107,9.36737,-12.2547,7,7
415108,8.36657,-11.9028,9,9
415109,9.00446,-12.546,7,7
415110,7.99684,-10.6444,2,2
152972,7.88538,-11.1868,15,15
152973,7.45394,-11.1235,5,5
152974,8.86967,-12.9509,9,9
152975,9.18803,-11.1227,12,12
152976,8.01812,-11.0019,9,9
152977,8.1439,-10.7624,4,4
415122,9.49116,-12.396,6,6
415123,8.07415,-11.2434,8,8
415124,7.59276,-12.0559,14,14
415125,9.19586,-11.7558,7,7
415126,8.47944,-13.269,11,11
415127,7.82526,-11.7304,1,1
415128,8.4778,-13.2565,8,8
415129,9.00528,-11.6016,5,5
415130,8.64919,-10.9773,2,2
546209,9.12367,-10.8813,8,8
21931,8.59983,-12.1349,3,3
153010,8.43601,-13.0242,12,12
153011,7.50917,-11.5236,2,2
546233,9.40957,-11.7847,7,7
153019,8.83438,-12.1541,9,9
284094,8.44657,-12.9654,4,4
21953,7.31051,-11.3016,7,7
21954,8.49855,-12.6226,6,6
21955,8.59941,-11.0214,5,5
284100,8.66729,-10.9586,8,8
153029,8.47284,-13.2395,3,3
21958,9.41193,-11.5105,10,10
21959,8.45153,-11.7822,8,8
21960,9.56691,-12.2177,7,7
838719,8.48061,-13.2398,3,3
677324,7.82658,-11.118,6,6
691190,7.48027,-12.3336,4,4
243961,7.86151,-11.2005,6,6
284120,9.03038,-11.6363,4,4
415197,9.50801,-12.0882,7,7
415198,8.49059,-13.2179,5,5
415199,8.86863,-11.7836,3,3
153056,7.27231,-11.6669,3,3
25510,8.55135,-11.3512,10,10
153064,7.8679,-11.1963,3,3
909880,8.2174,-10.3918,6,6
21996,7.21661,-11.774,6,6
677359,8.29803,-12.9879,6,6
677360,8.4783,-13.2344,6,6
808435,7.94913,-12.0441,1,1
939510,8.48186,-13.2624,12,12
808445,7.67494,-11.714,3,3
602329,7.8305,-11.7207,4,4
112896,8.63981,-12.4138,5,5
153092,8.56993,-11.5303,2,2
808459,8.34206,-13.0133,6,6
153100,9.0807,-12.5991,6,6
153101,7.89935,-11.9164,11,11
153102,8.42953,-12.0939,6,6
153103,8.97297,-11.2716,6,6
153104,8.11011,-11.4279,7,7
153105,7.87206,-11.3406,4,4
153106,8.32007,-12.7791,11,11
153107,8.45956,-13.2747,5,5
153108,8.46966,-13.2627,9,9
153109,7.73393,-11.6985,5,5
153110,8.20528,-12.0663,9,9
808472,8.48971,-13.2714,3,3
153117,8.06142,-10.7087,5,5
808479,9.55798,-12.0105,8,8
677410,8.38792,-11.9741,6,6
585580,9.05949,-12.9285,9,9
808494,8.62207,-11.0466,5,5
808495,7.54832,-12.0944,3,3
677429,8.03835,-12.4916,1,1
677430,7.31367,-11.3121,6,6
899338,8.18611,-11.4494,5,5
546368,9.12993,-12.6387,5,5
546369,7.41408,-12.2056,1,1
546370,8.4113,-12.2233,2,2
22089,8.28947,-12.3446,2,2
22090,8.45266,-12.85,11,11
22091,8.83334,-12.8948,2,2
153164,8.86948,-12.4983,6,6
22101,8.56515,-11.5265,5,5
437188,7.87758,-11.1788,10,10
153188,8.32096,-12.2617,6,6
284264,8.77141,-12.7888,5,5
284265,8.6622,-10.6998,7,7
284266,7.43741,-12.0283,8,8
284267,8.48303,-13.2422,8,8
284268,9.75229,-12.3036,4,4
284269,8.22142,-11.0611,12,12
284270,7.66915,-12.2477,2,2
615357,8.92278,-12.8141,7,7
677490,8.16691,-11.9442,6,6
284275,7.79285,-11.927,1,1
877502,8.88274,-12.0573,3,3
22136,9.65523,-12.1678,3,3
808570,8.75252,-12.7395,4,4
808572,8.48213,-13.2678,7,7
615360,9.5973,-12.5026,5,5
284292,8.28617,-13.1827,5,5
153222,8.46757,-13.2676,5,5
546442,8.01248,-12.7763,5,5
153227,8.5327,-12.4763,11,11
153228,9.24609,-11.9609,5,5
153229,9.14154,-11.2163,11,11
153230,9.15483,-12.289,15,15
677521,7.86795,-11.1909,3,3
677522,7.97338,-11.7091,2,2
284308,8.1589,-10.7067,5,5
284309,8.47704,-13.1985,7,7
284310,8.18291,-11.3413,6,6
546455,8.18638,-12.0949,4,4
546456,9.0435,-12.6047,5,5
546457,8.25074,-12.0804,6,6
546458,8.48,-13.2405,8,8
153243,8.48786,-13.2493,5,5
153244,7.30177,-11.263,6,6
153245,9.7702,-11.3313,3,3
153246,8.95608,-11.6244,8,8
153247,8.49712,-13.2948,4,4
153248,8.27859,-12.1298,2,2
153249,8.4783,-13.2175,5,5
153250,9.22191,-12.5282,5,5
153252,8.63165,-10.9476,8,8
964892,8.49128,-13.2308,6,6
808620,8.3641,-13.0189,5,5
153264,8.48548,-13.2595,9,9
153265,8.0283,-11.6027,2,2
153266,8.11476,-10.8525,3,3
153267,9.03857,-12.4846,9,9
153268,7.44135,-12.1318,8,8
153269,8.77136,-12.8189,4,4
153270,9.24883,-12.7993,8,8
284348,8.65671,-12.9903,7,7
284349,9.00999,-12.1051,6,6
284350,8.67005,-12.5689,7,7
153292,7.76669,-11.8798,5,5
964898,8.10791,-12.2719,7,7
284366,8.48928,-13.228,6,6
418765,8.15553,-12.4273,3,3
964899,7.53513,-12.2572,5,5
964900,9.39865,-12.6523,3,3
415450,8.46496,-12.9906,13,13
22236,8.40713,-13.1363,6,6
22237,7.92115,-12.0705,11,11
22238,7.95324,-11.7379,6,6
22239,8.21033,-11.064,5,5
22240,8.4858,-13.215,4,4
677607,7.36543,-11.4215,5,5
677608,9.38029,-11.9127,1,1
659068,8.42839,-13.2852,5,5
677610,9.04902,-12.8983,1,1
265853,8.65338,-10.7988,5,5
284402,8.61393,-13.1592,5,5
659070,8.48409,-13.2115,10,10
284408,8.49054,-13.2107,6,6
284410,7.88397,-11.1821,7,7
546555,8.39682,-12.8909,3,3
808700,8.43075,-12.0198,4,4
134784,7.39359,-12.0178,8,8
22278,8.48261,-13.2599,6,6
22280,8.20689,-10.5259,3,3
546569,9.30119,-12.689,4,4
546570,8.22425,-10.5178,6,6
22285,8.47805,-13.2344,1,1
808720,8.87862,-11.1314,8,8
484312,8.71282,-10.881,4,4
415512,8.48345,-13.2615,5,5
265860,8.47985,-13.2749,6,6
265861,8.50598,-11.8202,7,7
515756,8.365,-13.0722,7,7
808740,8.47788,-13.2707,5,5
808741,8.64867,-10.9123,3,3
22315,7.80686,-12.3753,3,3
22318,7.47876,-12.4178,8,8
153393,7.97113,-11.7289,5,5
700213,8.83617,-13.0716,5,5
284475,8.88503,-12.0449,7,7
22335,7.35904,-11.7091,9,9
22336,7.56551,-12.0267,5,5
22337,8.9392,-13.1165,4,4
22338,8.49045,-13.2641,4,4
22339,8.38718,-11.6649,6,6
22340,8.47509,-13.2386,7,7
899835,8.47874,-13.2309,3,3
284489,8.92304,-12.7805,6,6
415564,8.43328,-12.198,7,7
284494,8.14982,-10.7833,6,6
939862,8.18903,-10.4651,6,6
153441,7.34319,-12.134,7,7
153445,7.99572,-11.7992,3,3
153446,8.48534,-13.2351,4,4
153447,8.87291,-12.0432,5,5
153448,7.86862,-11.3479,9,9
153449,8.63238,-11.6303,8,8
153450,8.73812,-12.185,6,6
134802,8.49047,-13.2266,5,5
153455,7.26858,-11.6744,5,5
677744,7.45172,-11.8951,7,7
677745,7.97784,-11.7306,6,6
22386,7.95186,-11.7374,8,8
677747,8.62194,-11.9765,4,4
677748,8.22016,-12.2371,10,10
677749,7.87504,-11.3452,4,4
677750,9.36897,-12.4962,9,9
284539,9.8908,-11.8919,5,5
546684,8.44594,-13.2613,4,4
22398,8.79524,-12.7045,3,3
593557,7.87157,-11.1849,7,7
546690,9.63615,-11.0408,6,6
677763,8.21091,-11.5578,6,6
808837,9.12684,-12.6888,1,1
440641,9.16639,-11.4936,7,7
462487,7.85023,-11.2854,11,11
375106,8.45329,-13.2723,4,4
746478,8.99723,-12.5344,6,6
593561,8.30414,-10.5418,7,7
546713,9.17293,-12.9304,8,8
415642,7.80812,-10.7842,3,3
284572,8.97857,-11.0307,5,5
415645,7.7902,-12.2777,7,7
415646,8.6487,-10.9738,4,4
415647,8.47392,-13.2696,7,7
415648,9.09959,-12.9901,1,1
415649,9.09809,-12.5678,6,6
415650,9.33884,-12.74,4,4
415653,7.76042,-11.4631,7,7
415654,8.48538,-13.2449,6,6
153522,7.91063,-10.6786,3,3
153523,8.46942,-13.2731,3,3
153524,7.71665,-11.3274,6,6
153525,7.95116,-11.7352,3,3
