Source,Target,Type
1641440,999530,Undirected
1641440,1182328,Undirected
1641440,1205816,Undirected
1641440,1207389,Undirected
1641440,1217513,Undirected
1641440,1217806,Undirected
1641440,1263775,Undirected
1641440,1285371,Undirected
1641440,1287107,Undirected
1641440,1298696,Undirected
1641440,1309076,Undirected
1641440,1324623,Undirected
1641440,1365565,Undirected
1641440,1376922,Undirected
1641440,1391579,Undirected
1641440,1394908,Undirected
1641440,1395729,Undirected
1641440,1396231,Undirected
1641440,1414398,Undirected
1641440,1414954,Undirected
1641440,1420161,Undirected
1641440,1420718,Undirected
1641440,1421765,Undirected
1641440,1423316,Undirected
1641440,1430141,Undirected
1641440,1440589,Undirected
1641440,1440965,Undirected
1641440,1443510,Undirected
1641440,1443844,Undirected
1641440,1445672,Undirected
1641440,1449510,Undirected
1641440,1451838,Undirected
1641440,1453134,Undirected
1641440,1455573,Undirected
1641440,1473184,Undirected
1641440,1474478,Undirected
1641440,1476385,Undirected
1641440,1478716,Undirected
1641440,1480654,Undirected
1641440,1512878,Undirected
1641440,1513021,Undirected
1641440,1516619,Undirected
1641440,1521794,Undirected
1641440,1526781,Undirected
1641440,1527327,Undirected
1641440,1528259,Undirected
1641440,1529598,Undirected
1641440,1533282,Undirected
1641440,1539519,Undirected
1641440,1545456,Undirected
1641440,1546100,Undirected
1641440,1551877,Undirected
1641440,1553354,Undirected
1641440,1561450,Undirected
1641440,1565210,Undirected
1641440,1579245,Undirected
1641440,1589854,Undirected
1641440,1590414,Undirected
1641440,1591750,Undirected
1641440,1593590,Undirected
1641440,1594052,Undirected
1641440,1597051,Undirected
1641440,1604380,Undirected
1641440,1605789,Undirected
1641440,1609721,Undirected
1641440,1610421,Undirected
1641440,1611007,Undirected
1641440,1614661,Undirected
1641440,1615838,Undirected
1641440,1618174,Undirected
1641440,1618460,Undirected
1641440,1620294,Undirected
1641440,1629830,Undirected
1641440,1630441,Undirected
1641440,1640637,Undirected
1642570,999530,Undirected
1642570,1135179,Undirected
1642570,1207389,Undirected
1642570,1217806,Undirected
1642570,1296527,Undirected
1642570,1298696,Undirected
1642570,1372631,Undirected
1642570,1376922,Undirected
1642570,1391579,Undirected
1642570,1392458,Undirected
1642570,1392465,Undirected
1642570,1394908,Undirected
1642570,1414954,Undirected
1642570,1420131,Undirected
1642570,1423316,Undirected
1642570,1430141,Undirected
1642570,1430142,Undirected
1642570,1440589,Undirected
1642570,1440965,Undirected
1642570,1453134,Undirected
1642570,1455573,Undirected
1642570,1473184,Undirected
1642570,1478716,Undirected
1642570,1479094,Undirected
1642570,1488471,Undirected
1642570,1512878,Undirected
1642570,1526781,Undirected
1642570,1528259,Undirected
1642570,1529133,Undirected
1642570,1529598,Undirected
1642570,1533282,Undirected
1642570,1545456,Undirected
1642570,1546100,Undirected
1642570,1553354,Undirected
1642570,1565210,Undirected
1642570,1573109,Undirected
1642570,1579245,Undirected
1642570,1590414,Undirected
1642570,1607980,Undirected
1642570,1611007,Undirected
1642570,1630441,Undirected
1674400,641409,Undirected
1679850,355447,Undirected
1679850,827180,Undirected
1682330,449787,Undirected
1682330,918220,Undirected
1682330,1046239,Undirected
1682330,1614901,Undirected
1716800,58599,Undirected
1716800,71783,Undirected
1716800,156983,Undirected
1716800,303257,Undirected
1716800,437191,Undirected
1716800,447162,Undirected
1716800,471491,Undirected
1716800,484728,Undirected
1716800,583360,Undirected
1716800,653222,Undirected
1716800,848352,Undirected
1716800,963893,Undirected
1716800,1042266,Undirected
1716800,1076739,Undirected
1716800,1100500,Undirected
1716800,1161415,Undirected
1716800,1364833,Undirected
1716800,1370115,Undirected
1716800,1398255,Undirected
1716800,1716797,Undirected
1716800,1716798,Undirected
1716800,1716799,Undirected
1719320,257444,Undirected
1719320,310909,Undirected
1719320,418113,Undirected
1719320,578694,Undirected
1719320,709126,Undirected
1719320,865592,Undirected
1719320,891302,Undirected
1719320,1034869,Undirected
1719320,1211256,Undirected
1719320,1307557,Undirected
1719320,1503273,Undirected
1719320,1510715,Undirected
1719320,1678566,Undirected
1719320,1688558,Undirected
1719320,1719318,Undirected
1719320,1719319,Undirected
1726900,1213170,Undirected
1726900,1280184,Undirected
1726900,1281393,Undirected
1726900,1514137,Undirected
1726900,1726893,Undirected
1726900,1726894,Undirected
1726900,1726895,Undirected
1726900,1726896,Undirected
1726900,1726897,Undirected
1726900,1726898,Undirected
1726900,1726899,Undirected
1733460,1733459,Undirected
1741830,10612,Undirected
1741830,271056,Undirected
1741830,502209,Undirected
1741830,1100654,Undirected
1741830,1218268,Undirected
1741830,1356168,Undirected
1749470,91735,Undirected
1749470,143381,Undirected
1749470,427160,Undirected
1749470,725417,Undirected
1749470,728118,Undirected
1749470,861975,Undirected
1749470,1073584,Undirected
1749470,1081591,Undirected
1749470,1122838,Undirected
1749470,1242152,Undirected
1749470,1244817,Undirected
1749470,1253099,Undirected
1749470,1307557,Undirected
1749470,1749465,Undirected
1749470,1749466,Undirected
1749470,1749467,Undirected
1749470,1749468,Undirected
1749470,1749469,Undirected
1757320,91320,Undirected
1757320,338544,Undirected
1757320,449787,Undirected
1757320,565199,Undirected
1757320,848481,Undirected
1757320,848724,Undirected
1757320,918220,Undirected
1757320,1046239,Undirected
1757320,1063233,Undirected
1757320,1063664,Undirected
1757320,1100500,Undirected
1757320,1122838,Undirected
1757320,1259976,Undirected
1757320,1398080,Undirected
1757320,1582537,Undirected
1757320,1614901,Undirected
1757320,1682330,Undirected
1757320,1757316,Undirected
1757320,1757317,Undirected
1757320,1757318,Undirected
1757320,1757319,Undirected
1759280,159347,Undirected
1759280,457314,Undirected
1759280,591073,Undirected
1759280,696688,Undirected
1759280,901607,Undirected
1759280,1024012,Undirected
1759280,1251206,Undirected
1759280,1295462,Undirected
1759280,1595807,Undirected
1759280,1604705,Undirected
1759280,1717865,Undirected
1759280,1756511,Undirected
1759280,1759277,Undirected
1759280,1759278,Undirected
1759280,1759279,Undirected
1771330,80704,Undirected
1771330,143115,Undirected
1771330,149559,Undirected
1771330,190506,Undirected
1771330,203345,Undirected
1771330,591608,Undirected
1771330,601957,Undirected
1771330,706624,Undirected
1771330,849882,Undirected
1771330,1210887,Undirected
1771330,1263866,Undirected
1771330,1466999,Undirected
1771330,1526647,Undirected
1771330,1771328,Undirected
1771330,1771329,Undirected
1774240,355448,Undirected
1789270,76255,Undirected
1789270,91320,Undirected
1789270,91322,Undirected
1789270,290806,Undirected
1789270,529185,Undirected
1789270,539779,Undirected
1789270,632197,Undirected
1789270,703622,Undirected
1789270,747697,Undirected
1789270,847599,Undirected
1789270,861468,Undirected
1789270,1285648,Undirected
1789270,1402605,Undirected
1789270,1405808,Undirected
1789270,1448440,Undirected
1789270,1759278,Undirected
1789380,10612,Undirected
1789380,62611,Undirected
1789380,66590,Undirected
1789380,271056,Undirected
1789380,297739,Undirected
1789380,335096,Undirected
1789380,410137,Undirected
1789380,424879,Undirected
1789380,433102,Undirected
1789380,502209,Undirected
1789380,539739,Undirected
1789380,1100654,Undirected
1789380,1176888,Undirected
1789380,1218268,Undirected
1789380,1356168,Undirected
1789380,1486758,Undirected
1789380,1741830,Undirected
1789380,1789374,Undirected
1789380,1789375,Undirected
1789380,1789376,Undirected
1789380,1789377,Undirected
1789380,1789378,Undirected
1789380,1789379,Undirected
1790920,57612,Undirected
1790920,341848,Undirected
1790920,509612,Undirected
1790920,665776,Undirected
1790920,743351,Undirected
1790920,844164,Undirected
1790920,856323,Undirected
1790920,871947,Undirected
1790920,945426,Undirected
1790920,1126833,Undirected
1790920,1235508,Undirected
1790920,1522057,Undirected
1790920,1639823,Undirected
1790920,1790916,Undirected
1790920,1790917,Undirected
1795960,1552149,Undirected
1803330,159304,Undirected
1803330,208819,Undirected
1803330,216390,Undirected
1803330,479519,Undirected
1803330,678650,Undirected
1803330,807529,Undirected
1803330,1349565,Undirected
1841530,22535,Undirected
1841530,228091,Undirected
1841530,453835,Undirected
1841530,504748,Undirected
1841530,660005,Undirected
1841530,867322,Undirected
1841530,870543,Undirected
1841530,1055335,Undirected
1841530,1170952,Undirected
1841530,1189620,Undirected
1841530,1211607,Undirected
1841530,1340827,Undirected
1841530,1841529,Undirected
1841540,1520,Undirected
1841540,37177,Undirected
1841540,80706,Undirected
1841540,233554,Undirected
1841540,311418,Undirected
1841540,622811,Undirected
1841540,649389,Undirected
1841540,813142,Undirected
1841540,848352,Undirected
1841540,916946,Undirected
1841540,975852,Undirected
1841540,1085273,Undirected
1841540,1129570,Undirected
1841540,1389708,Undirected
1841540,1398851,Undirected
1841540,1474394,Undirected
1841540,1529130,Undirected
1841540,1547758,Undirected
1841540,1688558,Undirected
1841540,1733459,Undirected
1841540,1841529,Undirected
1841540,1841530,Undirected
1841540,1841531,Undirected
1841540,1841532,Undirected
1841540,1841533,Undirected
1841540,1841534,Undirected
1841540,1841535,Undirected
1841540,1841536,Undirected
1841540,1841537,Undirected
1841540,1841538,Undirected
1841540,1841539,Undirected
1847540,69646,Undirected
1847540,91320,Undirected
1847540,107167,Undirected
1847540,172216,Undirected
1847540,202739,Undirected
1847540,226364,Undirected
1847540,409455,Undirected
1847540,612882,Undirected
1847540,613132,Undirected
1847540,631580,Undirected
1847540,1050430,Undirected
1847540,1085273,Undirected
1847540,1097508,Undirected
1847540,1241929,Undirected
1847540,1349565,Undirected
1847540,1439163,Undirected
1847540,1460193,Undirected
1847540,1847537,Undirected
1847540,1847538,Undirected
1847540,1847539,Undirected
1861020,151598,Undirected
1861020,589782,Undirected
1861020,752027,Undirected
1861020,1028633,Undirected
1861020,1222956,Undirected
1861020,1457315,Undirected
1861020,1541198,Undirected
1861020,1582537,Undirected
1861020,1861016,Undirected
1861020,1861018,Undirected
1861020,1861019,Undirected
1893040,110904,Undirected
1893040,355440,Undirected
1914070,48493,Undirected
1914070,56660,Undirected
1914070,87830,Undirected
1914070,91842,Undirected
1914070,167113,Undirected
1914070,369688,Undirected
1914070,444772,Undirected
1914070,459662,Undirected
1914070,540837,Undirected
1914070,541513,Undirected
1914070,552059,Undirected
1914070,644734,Undirected
1914070,836343,Undirected
1914070,1016683,Undirected
1914070,1023762,Undirected
1914070,1083079,Undirected
1914070,1396682,Undirected
1914070,1529128,Undirected
1914070,1585200,Undirected
1914070,1767162,Undirected
1914070,1781477,Undirected
1914810,652564,Undirected
1914810,1451641,Undirected
1914810,1529136,Undirected
1914810,1532926,Undirected
1914810,1540145,Undirected
1914810,1644534,Undirected
1914810,1799338,Undirected
1914810,1841529,Undirected
1914810,1914808,Undirected
1914810,1914809,Undirected
1927930,75374,Undirected
1927930,479519,Undirected
1927930,507227,Undirected
1927930,509385,Undirected
1927930,536972,Undirected
1927930,911320,Undirected
1927930,955896,Undirected
1927930,1501971,Undirected
1927930,1731108,Undirected
1927930,1775189,Undirected
1980240,641409,Undirected
1999750,347834,Undirected
1999750,456733,Undirected
1999750,531130,Undirected
1999750,574486,Undirected
1999750,655078,Undirected
1999750,934796,Undirected
1999750,1260918,Undirected
1999750,1321431,Undirected
1999750,1431882,Undirected
1999750,1611506,Undirected
1999750,1704454,Undirected
2000270,226585,Undirected
2000270,565199,Undirected
2000270,605266,Undirected
2000270,1045313,Undirected
2004340,13694,Undirected
2004340,1230773,Undirected
2004340,1448610,Undirected
2004340,1496050,Undirected
2077950,149939,Undirected
2077950,257444,Undirected
2077950,310909,Undirected
2077950,418113,Undirected
2077950,433381,Undirected
2077950,578694,Undirected
2077950,864991,Undirected
2077950,1034869,Undirected
2077950,1211256,Undirected
2077950,1307557,Undirected
2077950,1398080,Undirected
2077950,1503273,Undirected
2077950,1557716,Undirected
2077950,1680397,Undirected
2077950,1719320,Undirected
2077950,1916161,Undirected
2077950,1997524,Undirected
2077950,2025091,Undirected
2077950,2069505,Undirected
2077950,2077949,Undirected
2096340,126089,Undirected
2096340,143373,Undirected
2096340,230760,Undirected
2096340,231747,Undirected
2096340,278395,Undirected
2096340,450671,Undirected
2096340,507227,Undirected
2096340,599522,Undirected
2096340,763276,Undirected
2096340,1184429,Undirected
2096340,1211256,Undirected
2096340,1360880,Undirected
2096340,1522893,Undirected
2096340,1553488,Undirected
2096340,1684711,Undirected
2096340,1844224,Undirected
2096340,1916161,Undirected
2096340,2028823,Undirected
2096340,2059621,Undirected
2109860,1340813,Undirected
2109860,1416688,Undirected
2109860,1606774,Undirected
2109860,1780648,Undirected
2109860,1834919,Undirected
2109860,1841537,Undirected
2109860,1858311,Undirected
2109860,1901024,Undirected
2109860,1937677,Undirected
2109860,1949828,Undirected
2109860,2073493,Undirected
2126090,641409,Undirected
2126090,1674400,Undirected
2127560,148536,Undirected
2127560,1841533,Undirected
2127560,1898503,Undirected
2127560,1907503,Undirected
2127560,2127555,Undirected
2127560,2127556,Undirected
2127560,2127557,Undirected
2127560,2127558,Undirected
2127560,2127559,Undirected
2130320,231747,Undirected
2130320,297382,Undirected
2130320,599522,Undirected
2130320,647953,Undirected
2130320,649389,Undirected
2130320,763276,Undirected
2130320,778702,Undirected
2130320,1184429,Undirected
2130320,1211256,Undirected
2130320,1425963,Undirected
2130320,1550950,Undirected
2130320,1553488,Undirected
2130320,1557716,Undirected
2130320,1582881,Undirected
2130320,1591259,Undirected
2130320,1607975,Undirected
2130320,1650121,Undirected
2130320,1844224,Undirected
2130320,1916161,Undirected
2130320,2059621,Undirected
2130320,2096340,Undirected
2130320,2130319,Undirected
2141550,62611,Undirected
2141550,335096,Undirected
2141550,410137,Undirected
2141550,424879,Undirected
2141550,539739,Undirected
2141550,1100654,Undirected
2141550,1176888,Undirected
2141550,1789380,Undirected
2152770,418113,Undirected
2152770,578694,Undirected
2152770,891302,Undirected
2152770,1034869,Undirected
2152770,1510715,Undirected
2152770,1719320,Undirected
2152770,2025091,Undirected
2152770,2069505,Undirected
2152770,2077950,Undirected
2170260,1711860,Undirected
2170260,2170259,Undirected
2178420,37177,Undirected
2178420,344367,Undirected
2178420,390711,Undirected
2178420,622811,Undirected
2178420,648069,Undirected
2178420,854013,Undirected
2178420,1163392,Undirected
2178420,1233875,Undirected
2178420,1340840,Undirected
2178420,1362176,Undirected
2178420,1541198,Undirected
2178420,1604539,Undirected
2178420,1657283,Undirected
2178420,1662541,Undirected
2178420,1939664,Undirected
2178420,2138978,Undirected
2213990,457314,Undirected
2213990,591073,Undirected
2213990,696688,Undirected
2213990,1251206,Undirected
2213990,1295462,Undirected
2213990,1595807,Undirected
2213990,1604705,Undirected
2213990,1756511,Undirected
2213990,1759280,Undirected
2220400,75374,Undirected
2220400,509385,Undirected
2220400,510663,Undirected
2220400,1325993,Undirected
2220400,1501971,Undirected
2220400,1535864,Undirected
2220400,1538094,Undirected
2220400,1927930,Undirected
2220400,2220392,Undirected
2220400,2220393,Undirected
2220400,2220394,Undirected
2220400,2220395,Undirected
2220400,2220396,Undirected
2220400,2220397,Undirected
2220400,2220398,Undirected
2220400,2220399,Undirected
2225710,2225708,Undirected
2225710,2225709,Undirected
2276550,347834,Undirected
2276550,456733,Undirected
2276550,507980,Undirected
2276550,517955,Undirected
2276550,531130,Undirected
2276550,574486,Undirected
2276550,642334,Undirected
2276550,655078,Undirected
2276550,765886,Undirected
2276550,932157,Undirected
2276550,934796,Undirected
2276550,1260918,Undirected
2276550,1296243,Undirected
2276550,1321431,Undirected
2276550,1354286,Undirected
2276550,1431882,Undirected
2276550,1510480,Undirected
2276550,1611506,Undirected
2276550,1650777,Undirected
2276550,1704454,Undirected
2276550,1819547,Undirected
2276550,1852936,Undirected
2276550,1989801,Undirected
2276550,1999750,Undirected
2276550,2028418,Undirected
2276550,2038305,Undirected
2276550,2084986,Undirected
2276550,2184213,Undirected
2276550,2249457,Undirected
2276550,2276544,Undirected
2276550,2276545,Undirected
2276550,2276546,Undirected
2276550,2276547,Undirected
2276550,2276548,Undirected
2276550,2276549,Undirected
2288050,1846422,Undirected
2288050,1945358,Undirected
2288050,2058615,Undirected
2288050,2076235,Undirected
2288050,2149522,Undirected
2288050,2173215,Undirected
2288050,2249646,Undirected
2288050,2288046,Undirected
2288050,2288047,Undirected
2288050,2288048,Undirected
2288050,2288049,Undirected
2299320,641409,Undirected
2299320,2126090,Undirected
2316370,62611,Undirected
2316370,335096,Undirected
2316370,410137,Undirected
2316370,424879,Undirected
2316370,539739,Undirected
2316370,1100654,Undirected
2316370,1176888,Undirected
2316370,1789380,Undirected
2316370,2141550,Undirected
2319010,57612,Undirected
2319010,341848,Undirected
2319010,509612,Undirected
2319010,665776,Undirected
2319010,743351,Undirected
2319010,844164,Undirected
2319010,856323,Undirected
2319010,871947,Undirected
2319010,1522057,Undirected
2319010,1639823,Undirected
2319010,1790920,Undirected
2329810,257553,Undirected
2329810,419400,Undirected
2329810,1242635,Undirected
2329810,1527329,Undirected
2329810,1553263,Undirected
2329810,1807579,Undirected
2329810,2329805,Undirected
2329810,2329806,Undirected
2329810,2329807,Undirected
2329810,2329808,Undirected
2329810,2329809,Undirected
2355000,43145,Undirected
2355000,71271,Undirected
2355000,77987,Undirected
2355000,156983,Undirected
2355000,225481,Undirected
2355000,311418,Undirected
2355000,756342,Undirected
2355000,817916,Undirected
2355000,891302,Undirected
2355000,1036875,Undirected
2355000,1474394,Undirected
2355000,1487326,Undirected
2355000,1501971,Undirected
2355000,1504224,Undirected
2355000,1547758,Undirected
2355000,1726894,Undirected
2355000,1789374,Undirected
2355000,2170259,Undirected
2355000,2225709,Undirected
2355000,2276548,Undirected
2355000,2288047,Undirected
2355000,2331343,Undirected
2359590,83590,Undirected
2359590,229093,Undirected
2359590,267793,Undirected
2359590,305837,Undirected
2359590,380301,Undirected
2359590,445527,Undirected
2359590,525691,Undirected
2359590,528039,Undirected
2359590,604907,Undirected
2359590,639790,Undirected
2359590,651449,Undirected
2359590,860921,Undirected
2359590,1141939,Undirected
2359590,1351328,Undirected
2359590,1417710,Undirected
2359590,1455751,Undirected
2359590,1510886,Undirected
2359590,1713844,Undirected
2359590,1822504,Undirected
2359590,1871883,Undirected
2359590,2185338,Undirected
2359590,2359587,Undirected
2359590,2359588,Undirected
2359590,2359589,Undirected
2365780,2365778,Undirected
2377600,20993,Undirected
2377600,320929,Undirected
2377600,381033,Undirected
2377600,493321,Undirected
2377600,592130,Undirected
2377600,843066,Undirected
2377600,854013,Undirected
2377600,1028290,Undirected
2377600,1249975,Undirected
2377600,1261090,Undirected
2377600,1293671,Undirected
2377600,1390165,Undirected
2377600,1698768,Undirected
2377600,1791494,Undirected
2377600,1938259,Undirected
2377600,2193453,Undirected
2377600,2365778,Undirected
2377600,2377599,Undirected
2383520,0,Undirected
2383520,43145,Undirected
2383520,44104,Undirected
2383520,62384,Undirected
2383520,80706,Undirected
2383520,91322,Undirected
2383520,300303,Undirected
2383520,310909,Undirected
2383520,325418,Undirected
2383520,341849,Undirected
2383520,355441,Undirected
2383520,445488,Undirected
2383520,609874,Undirected
2383520,641407,Undirected
2383520,737085,Undirected
2383520,855867,Undirected
2383520,908030,Undirected
2383520,928151,Undirected
2383520,1021711,Undirected
2383520,1527328,Undirected
2383520,1568468,Undirected
2383520,1683273,Undirected
2383520,1780628,Undirected
2383520,2331343,Undirected
2383520,2371912,Undirected
2383520,2383519,Undirected
2411960,375706,Undirected
2411960,908030,Undirected
2411960,1081591,Undirected
2411960,1178412,Undirected
2411960,1300887,Undirected
2411960,1325993,Undirected
2411960,1535864,Undirected
2411960,1538094,Undirected
2411960,1591259,Undirected
2411960,1807655,Undirected
2411960,1811556,Undirected
2411960,2059098,Undirected
2411960,2153711,Undirected
2411960,2220400,Undirected
2411960,2395282,Undirected
2411960,2411957,Undirected
2411960,2411958,Undirected
2411960,2411959,Undirected
2472010,418168,Undirected
2472010,1444130,Undirected
2472010,1500478,Undirected
2472010,1532927,Undirected
2472010,1561644,Undirected
2472010,1618204,Undirected
2472010,1758928,Undirected
2472010,1841529,Undirected
2472010,1937674,Undirected
2472010,1999776,Undirected
2472010,2001696,Undirected
2472010,2016848,Undirected
2472010,2084772,Undirected
2472010,2096343,Undirected
2472010,2169912,Undirected
2472010,2237888,Undirected
2472010,2281555,Undirected
2472010,2347468,Undirected
2472010,2370803,Undirected
2472010,2472009,Undirected
2493470,1331511,Undirected
2493470,1693904,Undirected
2493470,1841539,Undirected
2493470,1861018,Undirected
2493470,1866088,Undirected
2493470,1868549,Undirected
2493470,1993777,Undirected
2493470,2098642,Undirected
2493470,2232787,Undirected
2493470,2239696,Undirected
2493470,2273127,Undirected
2493470,2308375,Undirected
2493470,2308542,Undirected
2493470,2335969,Undirected
2493470,2462049,Undirected
2493470,2466671,Undirected
